"","V1","Q1.Eco.Info.Important","Q2.Belief.In.Eco.Label","Q3.Understand.Eco.Certificate","Q4.Individuals.Can.Improve.Environment","Q5.Corporation.Can.Improve.Environment","Q6.Need.Eco.Certificate.Fashion","Q7.Eco.Cert.Help.Buyers","Q8.Seek.For.Eco.Cert.Clothes","Q9.Buy.Eco.Product","Q10.Pay.More.For.Eco.Products","Q11.Pay.Premium.For.Eco.Clothing","Q12.Ready.To.Pay.More.For.Certified.Eco.Products","Q13.Reduce.Consumption","Q14.Protect.Environment","Q15.Purchase.Less.Harmful.Clothing","Q16.Avoid.Buying.Harmful.Products","Q17.Support.Environmental.Protection","Q18.Rather.Buy.Eco.Clothes","Q19.Price.Of.Eco.Products.More.On.Average","Q20.Prefer.Purchase.More.Expensive.Clothing","Q21.Eco.Label.Brand.Socially.Acceptable","Q22.Rather.Stick.With.Conventional.Brand.Than.Eco.Brand","Q23.Rarely.Swith.Brand.To.Try.Something.New","Q24.No.Different.To.Me.Eco.Clothing.Is.Not.Branded","Q25.Eco.Clothing.More.Fashionable","Q26.Eco.Clothing.Quality.Higher","Q27.Country.Can.Positively.Influence.Environment","Q28.Support.Eco.Protection.Socially.Responsible","Q29.Satisfied.Purchasing.Eco.Clothing","Q30a.Fair.Trade","Q30b.Fair.And.Care","Q30c.Global.Organic.Textile.Standard","Q30d.Fair.Wear.Foundation","Q30e.Clean.Clothes.Campaign","Q30f.Oeko.Tex","Q30g.I.Know.None.Of.Them","Q31a.Fit","Q31b.Comfort","Q31c.Fibre.Material","Q31d.Quality.Workmanship","Q31e.Garment.Life","Q31f.Colour","Q31g.Style","Q31h.Brand","Q31i.Price","Q31j.COO","Q31k.Durability","Q31l.Certified.Eco.Label","Q31m.Certified.Ethical.Label","Q38a.Less.Water.Use","Q38b.Air.Quality","Q38c.Less.Energy.Use","Q38d.Worker.Safety","Q38e.Fair.Wages","Q38f.No.Child.Labour","Q38g.No.Animal.Skin.Use","Q32.Last.Of.My.Circle.Knowing.Latest.Designers.And.Trends","Q33.Little.Shopping.New.Fashion.Than.My.Friends","Q34.Last.Of.My.Circle.Purchase.New.Fashion","Q35.Faster.Knowing.More.About.New.Fashion.Than.Others","Q36.Interest.Buying.Locally.Available.New.Style","Q37.Consider.Buying.New.Styles.Without.Heard.About.It","Q39.Annual.Spending.On.Clothes","Q40.Employment.Status","Q41.Sex","Q42.Income","Q43.Age","Q44.Highest.Level.Of.Education","total_score"
"990",990,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,4,4,4,4,4,4,1,1,1,1,1,1,1,5,5,5,5,4,4,4,3,4,3,4,4,4,3,3,2,3,4,4,3,3,2,2,3,3,4,3,1,1,1,1,2,17
"991",991,4,4,4,3,3,4,4,4,4,4,3,3,4,4,3,3,3,3,3,3,4,4,3,3,3.47,4,5,4,4,1,1,1,1,1,1,1,4,4,4,3,3,4,2,4,1,3,4,4,3,3,5,3,3,5,5,4,1,1.69,3,5,2,5,1,1,2,1,1,2,17.2525
"992",992,5,3,5,5,5,5,4,4,3,2,2,2,4,4,4,5,5,3,3,3,3,2,3,3,4,4,5,5,5,1,1,1,1,1,1,1,5,4,5,5,3,5,5,3,3,2,2,3,5,3,3,3,3,4,3,1,3,2,3,4,4,4,2,1,2,1,1,2,20
"993",993,4,4,4,5,4,4,4,4,4,3,3,3,4,5,4,4,4,3,4,3,4,4,3,3,3,3,3,3,3,1,1,1,1,1,1,1,3,5,4,5,4,3,3,4,4,3,4,4,4,3,3,3,3,3,3,3,2,4,3,3,3,4,5,1,2,4,1,2,19
"994",994,4,4,4,5,4,5,5,5,4,4,4,3,5,5,5,5,4,5,4,4,4,4,4,4,4,3,5,4,4,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,2,4,4,4,2,2,2,4,4,4,2,1,2,2,1,2,18
"995",995,5,3,4,4,4,4,5,3,3,3,3,4,4,4,3,3,4,3,3,3,4,3,3,3,3,3,4,3,4,1,1,1,1,1,1,1,4,4,4,4,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,2,3,3,3,2,1,1,1,1,2,17
"996",996,5,5,5,5,5,3,4,3,5,3,3,3,5,4,4,5,5,5,5,5,5,5,5,3,3,3,5,4,5,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,5,1,1,1,5,5,5,1,1,2,1,1,2,18
"997",997,4,4,4,4,4,4,5,3,5,3,3,3,3,4,4,4,4,4,4,3,3,3,3,3,4,4,4,3,4,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,3,5,3,3,3,3,3,3,3,3,3,3,3,3,5,5,4,4,1,2,2,1,2,23
"998",998,4,4,4,4,4,4,4,3,4,3,2,2,4,4,4,4,4,4,4,2,2,2,3,3,3,3,4,4,4,1,1,1,1,1,1,1,5,5,5,5,5,5,5,3,3,2,3,3,3,3,3,3,3,3,3,3,3,1,1,4,5,5,6,1,2,2,1,2,19
"999",999,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,5,5,5,5,5,3,3,3,5,3,5,5,5,3,3,3,3,3,3,5,1,1,1,3,3,5,2,1,1,1,1,1,14
"1000",1000,5,4,4,3,3,4,4,3,3,3.31,3,4,4,4,4,4,4,5,3,4,4,4,3.76,4,3,4,4,4,4,1,1,1,1,1,1,1,4,4,4,4,5,3,4,4,4,4,4,4,4,4,4,4,3,5,3,4,2,2,2,4,4,4,2,1,2,1,1,2,18
"1001",1001,5,5,5,5,5,5,5,4.92,5,3,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,5,5,5,3,3,5,5,3,5,3,5,5,5,4,4,4,3,4,4,5,1,1,1,5,5,5,3,1,2,1,1,2,18
"1002",1002,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,5,4,4,4,4,4,4,2,4,2,4,4,4,4,4,4,4,4,4,4,2,2,2,4,4,4,1,1,2,1,1,2,18
"1003",1003,5,4,3,5,5,5,4,4,5,4,3,3,3,4,5,5,5,5,4,3,5,2,4,1,3,4,5,5,4,1,1,1,1,1,1,1,5,5,4,5,4,5,5,3,4,3,5,4,5,4,4,3,3,4,4,4,2,1,1,3,5,5,7,1,2,2,1,2,17
"1004",1004,4,4,4,5,5,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,4,4,1,1,1,1,1,1,1,3,3,4,5,5,4,4,5,4,4,4,4,4,3,4,4,4,4,3,3,2,3,2,3,3,3,1,1,2,1,1,2,16
"1005",1005,5,3,4,4,3,3,4,5,5,3,3,2,3,4,4,4,4,4,3,3,5,2,3,2,2,2,4,4,3,1,1,1,1,1,1,1,4,4,4,5,3,3,4,2,3,2,3,3,4,4,4,4,2,2,2,3,2,1,2,3,5,4,5,1,2,1,1,2,17
"1006",1006,4,3,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,2,2,2,4,4,4,2,1,2,1,1,2,18
"1007",1007,5,5,4,4,4,5,5,4,5,3,3,3,4,5,3,4,5,4,2,2,3,3,3,2,3,5,4,3,3,1,1,1,1,1,1,1,5,5,5,5,5,5,5,2,5,2,5,4,5,3,4,3,3,3,3,3,1,1,1,5,5,5,2,1,2,3,1,2,18
"1008",1008,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,5,5,5,5,3,5,5,2,3,3,3,4,5,1,1,1,3,5,3,3,1,1,1,5,5,5,7,1,2,6,1,2,18
"1009",1009,3,3,3,4,4,5,4,4,5,4,4,4,3,4,4,5,4,5,5,4,4,1,4,3,4,2,4,4,4,1,1,1,1,1,1,1,3,4,4,5,5,3,3,3,5,5,5,5,5,3,5,5,3,2,3,1,4,1,1,3,5,1,1,1,1,1,1,2,15
"1010",1010,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,3,5,1,1,1,5,5,5,2,1,2,1,1,2,18
"1011",1011,5,5,4,5,5,5,5,5,5,4,4,4,4,5,5,5,5,5,5,4,4,2,3,2,4,4,4,4,4,1,1,1,1,1,1,1,5,4,4,4,4,4,4,3,4,3,3,4,4,3,3,3,3,4,4,4,2,2,2,4,4,4,5,1,2,2,1,2,18
"1012",1012,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,5,5,5,1,1,2,1,1,2,18
"1013",1013,5,3,5,5,5,5,5,4,4,5,5,4,5,4,5,3,3,5,5,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,4,5,4,5,4,4,3,2,5,3,3,4,3,3,4,4,4,4,4,4,2,2,2,4,4,4,2,1,1,1,1,2,18
"1014",1014,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,4,3,3,3,4,4,5,5,5,1,1,1,1,1,1,1,4,5,3,3,3,3,4,2,4,3,4,5,5,4,4,5,2,4,3,4,2,2,1,5,5,5,1,1,2,1,1,2,20
"1015",1015,5,5,5,5,5,5,5,4,5,4,4,4,5,5,5,5,5,5,5,5,5,1,1,5,4,5,5,5,5,1,1,1,1,1,1,1,4,4,4,4,4,4,4,3,4,3,3,5,5,2,3,2,2,3,2,2,3,3,2,2,4,4,2,1,2,1,1,2,18
"1016",1016,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,5,3,1,1,1,1,1,1,1,5,5,3,5,4,4,4,4,5,4,4,4,4,3,3,3,3,3,3,3,1,1,2,5,4,4,3,1,1,3,1,2,17
"1017",1017,5,3,3,3,3,5,5,5,3,2,3,2,4,3,4,4,4,3,4,4,3,3,3,3,4,5,3,4,5,1,1,1,1,1,1,1,2,4,4,4,3,4,4,3,4,2,4,2,3,3,2,3,4,5,4,3,4,2,3,3,3,3,7,4,2,8,1,2,18
"1018",1018,5,5,5,5,5,5,5,5,5,2,2,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,4,2,4,4,5,1,1,1,5,5,5,4,1,2,1,1,2,18
"1019",1019,4,4,4,4,3,3,4,4,4,3,3,3,4,5,5,5,4,4,3,3,4,3,4,3,3,3,4,5,3,1,1,1,1,1,1,1,3,5,4,4,4,3,3,3,3,3,4,4,2,2,4,2,3,3,3,3,2,2,2,5,5,5,2,1,1,1,1,1,21
"1020",1020,4,3,4,4,4,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,3,5,4,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,2,1,1,2,18
"1021",1021,4,3,3,4,3,4,4,5,5,2,2,2,5,4,4,3,4,4,3,3,3,2,3,3,3,3,5,4,4,1,1,1,1,1,1,1,5,3,3,3,4,5,5,3,5,2,3,2,3,3,5,4,2,3,2,3,3,2,2,3,3,4,4,1,2,1,1,2,17
"1022",1022,5,3,3,4,5,5,5,5,5,3,3,3,3,4,3,4,4,4,3,3,2,2,3,2,3,3,5,5,4,1,1,1,1,1,1,1,3,3,3,3,3,4,5,3,4,3,3,4,5,2,2,1,3,4,4,4,2,1,2,5,3,3,7,1,2,1,1,2,16
"1023",1023,5,4,4,5,5,5,4,5,4,4,4,3,3,4,4,4,4,4,3,4,4,2,4,3,3,3,4,4,3,1,1,1,1,1,1,1,5,5,4,4,4,3,4,2,3,2,2,4,4,4,4,2,2,2,2,3,3,3,3,3,3,3,2,1,2,1,1,2,18
"1024",1024,5,4,4,5,5,5,4.65,4,5,5,3,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,1,1,1,1,1,1,1,3,4,4,4,3,4,4,4,4,4,3,3,4,4,3,3,4,5,5,4,1,1,1,5,2,5,6,1,2,1,1,2,15
"1025",1025,5,4,4,4,4,5,4,4,4,4,4,4,4,5,4,4,4,4,4,3,4,2,3,2,3,3,5,4,4,1,1,1,1,1,1,1,4,4,5,5,3,4,5,3,3,5,4,4,5,2,2,2,4,4,5,3,1,1,1,4,5,4,6,1,2,6,1,2,16
"1026",1026,5,3,4,5,5,5,3,5,5,5,4,5,5,5,5,5,5,5,5,3,5,2,3,2,3,3,3,4,3,1,1,1,1,1,1,1,5,5,5,5,5,4,4,3,5,3,5,5,4,3,4,4,2,3,3,3,1,1,1,5,5,5,3,1,2,1,1,2,18
"1027",1027,4,3,4,3,5,4,4,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,1,2,6,1,2,18
"1028",1028,5,4,4,5,5,4,4,4,4,3,3,3,4,4,4,4,4,4,4,3,4,3,3,3,3,4,4,4,4,1,1,1,1,1,1,1,5,5,5,5,5,4,4,3,3,3,4,4,4,3,3,3,3,2,3,3,2,2,2,4,5,4,2,1,2,1,1,2,19
"1029",1029,5,5,5,5,5,5,5,5,5,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,1,1,1,1,1,1,1,5,5,5,5,5,5,5,3,5,3,5,5,5,5,5,5,5,5,5,5,1,1,1,5,5,5,2,1,1,1,1,2,18
"1030",1030,5,4,4,5,5,5,5,4,5,3,3,3,3,4,4,5,4,4,3,4,4,3,3,3,3,3,4,4,3,1,1,1,1,1,1,1,4,4,4,4,4,4,4,3,4,3,4,4,4,3,3,3,3,3,3,4,2,2,2,4,4,4,2,1,2,1,1,2,18
"1031",1031,4,4,2,4,4,4,4,3,4,2,2,2,3,4,3,3,4,4,4,3,4,3,3,4,2,2,4,3,3,1,1,1,1,1,1,1,4,4,2,4,3,3,4,3,3,3,3,3,2,3,3,3,3,2,2,2,4,4,4,2,4,3,3,1,2,5,1,2,21
"1032",1032,4,3,3,4,4,4,3,3,3,3,3,3,4,3,4,4,4,3,3,3,3,3,4,2,2,2,4,3,3,1,1,1,1,1,1,1,5,4,3,4,3,3,3,3,4,3,3,3,4,2,2,2,3,3,3,3,3,3,2,3,3,3,3,1,1,1,1,2,17
"1033",1033,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,4,5,5,3,3,3,3,3,3,3,3,3,2,1,1,1,1,1,1,1,3,2,4,2,5,4,5,5,5,5,5,4,5,1,1,1,5,5,4,3,2,2,2,4,5,5,7,1,1,11,1,2,20
"1034",1034,5,5,5,5,5,5,5,5,5,3,3,3,5,5,5,2,5,5,5,5,5,2,4,2,5,4,4,4,5,1,1,1,1,1,1,1,5,5,3,5,5,2,2,2,3,3,4,3,5,3,3,3,3,3,3,5,1,1,1,5,5,5,4,1,2,1,1,2,18
"1035",1035,4,3,4,4,3,4,4,3,4,3,3,4,4,4,3,3,3,3,4,3,3,4,4,4,4,4,4,4,3,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,3,3,3,3,3,3,3,3,1,1,1,1,2,18
"1036",1036,5,5,5,4,3,4,4,5,5,3,3,2,4,3,5,5,4,3,3,2,3,3,3,1,3,3,5,5,2,1,1,1,1,1,1,1,5,5,4,4,4,4,4,3,5,3,4,3,3,3,5,5,1,1,1,3,3,3,2,5,5,5,5,1,2,2,1,2,23
"1037",1037,5,3,4,4,4,4,4,4,4,3,4,3,4,5,5,5,5,5,5,4,4,4,3.87,4,4,4,4,4,4,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,3,3,3,3,5,2,1,1,5,5,5,1,1,2,1,1,2,19
"1038",1038,4,4,4,5,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,3,4,5,1,1,1,5,5,5,3,1,1,2,1,2,18
"1039",1039,4,3,4,4,4,4,4,3,5,3,3,3,5,5,4,4,5,5,3,3,3,3,3,4,4,4,4,4,4,1,1,1,1,1,1,1,5,4,3,4,4,2,3,2,3,2,4,4,4,3,3,2,3,3,3,4,2,2,2,4,4,4,3,1,2,2,1,2,18
"1040",1040,4,4,4,5,5,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,1,1,1,1,1,1,1,5,5,4,4,4,4,4,3,5,4,4,4,4,3,3,3,2,2,3,4,2,2,2,4,5,4,4,1,2,1,1,2,19
"1041",1041,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,4,4,4,7,1,2,11,1,5,18
"1042",1042,5,4,5,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,5,5,5,3,1,2,2,1,2,18
"1043",1043,5,4,3,4.005,4.14,5,4,3,3,3,3,3,3,3,3,4,4,3,3,3,3,2,3,3,3,3,5,3,3,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,5,1,1,1,5,5,5,2.96666666666667,1,1,1.88,1,2,18
"1044",1044,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,5,5,5,4,1,1,1,1,2,18
"1045",1045,4,3,4,5,5,5,5,3,5,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,5,5,4,5,5,5,5,5,4,4,4,4,5,4,4,4,4,4,4,4,1,1,1,4,4,4,3,1,1,1,2,2,15
"1046",1046,4,4,3,4,4,4,4,4,4,4,5,5,5,5,4,4,4,4,4,5,4,4,4,3,4,3,4,4,4,1,1,1,1,1,1,1,4,5,5,5,3,4,4,5,5,4,4,4,4,4,2,2,3,4,4,5,1,2,1,4,4,4,5,1,2,1,1,3,16
"1047",1047,5,5,4,4,4,5,5,4,3,4,3,3,4,5,4,4,4,4,4,4,4,3,3,3,4,3,5,4,4,1,1,1,1,1,1,1,5,4,3,4,4,4,5,2,4,2,3,3,4,3,4,3,3,3,3,3,3,1,3,3,4,3,3,1,2,1,1,2,17
"1048",1048,4,3,4,4,4,4,4,4,4,3,3,3,3,3,3,3,4,3,2,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,4,2,2,2,4,4,4,3,1,1,1,1,2,18
"1049",1049,5,5,5,5,4,3,4,4,4,4,3,4,3,4,3,3,4,3,3,3,3,3,3,3,3,3,4,4,3,1,1,1,1,1,1,1,3,5,4,5,5,4,5,4,4,3,4,4,4,3,3,3,3,3,3,4,2,2,2,5,5,5,2,1,2,2,1,1,21
"1050",1050,4,3,4,5,5,4,4,4,4,4,2,3,3,4,4,4,5,5,4,4,4,2,2,3,3,3,4,4,4,1,1,1,1,1,1,1,5,4,4,4,4,4,5,5,5,4,3,5,5,3,3,3,3,4,4,3,2,2,2,5,5,5,3,1,2,3,1,2,21
"1051",1051,4,4,4,5,5,4,3,3,3,3,3,2,3,4,5,5,4,4,3,3,4,4,3,3,4,4,5,5,5,1,1,1,1,1,1,1,4,4,4,4,4,4,4,2,3,3,4,4,4,3,3,3,3,3,3,3,2,2,2,4,4,5,3,1,2,1,1,2,19
"1052",1052,5,5,5,5,5,5,5,5,5,3,3,3,5,5,5,5,4,5,5,5,5,5,5,5,5,4,5,5,5,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,5,5,5,1,1,1,1,1,2,18
"1053",1053,5,4,4,5,5,5,5,5,5,3,3,3,4,4,5,5,4,4,4,3,4,2,4,2,3,3,4,4,4,1,1,1,1,1,1,1,5,5,4,4,4,5,5,3,4,3,3,3,5,2,2,2,2,3,3,3,3,2,3,4,3,4,4,1,2,1,1,2,19
"1054",1054,3,3,4,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,4,4,4,5,5,3,3,2,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2,1,1,2,18
"1055",1055,4,4,4,4,4,3,4,3,4,3,3,3,4,4,3,4,4,4,3,3,4,2,2,2,4,4,4,4,4,1,1,1,1,1,1,1,4,4,4,4,3,3,4,3,4,4,3,4,4,3,2,2,3,3,3,3.31,2.25,1.95,2.08,4.09,3.99,3.89,3.12,1,1.76,2.207,1,1.99,18.03
"1056",1056,4,4,3,5,5,4,4,3,4,3,3,3,3,4,3,4,4,3,3,3,3,2,4,3,3,3,4,4,4,1,1,1,1,1,1,1,5,5,3,4,4,3,3,3,4,2,3,3,4,4,3,3,2,3,3,3,3,1,2,4,5,3,3,1,2,2,1,2,18
"1057",1057,5,3,4,5,5,5,5,5,5,3,3,3,3,3,3,3,5,3,3,3,3,1,3,1,3,3,5,5,3,1,1,1,1,1,1,1,5,5,5,5,5,5,5,3,5,3,5,5,5,1,3,3,3,1,3,3,3,1,3,5,5,3,3,1,2,6,1,5,20
"1058",1058,5,3,3,5,5,5,5,5,5,3,2,3,5,3,5,4,5,3,4,3,4,3,3,3,4,4,5,5,4,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,3,3,3,3,3,2,1,1,5,5,5,4,1,2,1,1,2,19
"1059",1059,5,3,4,4,5,4,4,3,3,3,3,3,3,3,4,4,4,3,3,4,5,3,4,1,3,3,4,4,3,1,1,1,1,1,1,1,5,5,2,4,3,4,3,1,5,1,4,3,3,2,5,3,1,3,3,3,3,2,2,3,4,3,1,1,1,1,1,2,17
"1060",1060,4,3,4,4,3,4,4,5,4,3,2,2,4,5,4,3,5,3,4,3,3,3,2,3,3,3,4,4,3,1,1,1,1,1,1,1,4,4,4,5,4,3,5,3,4,2,4,4,4,3,4,4,2,2,3,3,2,1,1,5,1,4,2,1,2,1,1,2,14
"1061",1061,4,3,3,4,4,5,4,3,3,3,3,2,4,4,3,3,4,3,4,3,4,3,4,3,3,3,5,3,3,1,1,1,1,1,1,1,5,4,3,4,4,4,4,3,5,3,5,3,4,4,4,4,2,2,2,3,3,3,3,3,5,3,2,1,2,1,1,2,20
"1062",1062,5,4,3,4,4,5,4,4,4,5,1,3,3,4,4,4,4,4,4,2,4,1,3,4,2,1,4,1,4,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,2,5,5,5,3,4,4,3,4,3,5,1,1,1,5,5,5,4,1,1,1,1,1,18
"1063",1063,4,4,4,5,4,4,3,3,3,3,3,3,3,3,5,4,5,3,3,2,3,3,3,3,3,3,4,3,3,1,1,1,1,1,1,1,5,4,3,4,3,4,4,3,3,3,4,3,3,2,2,2,3,3,3,3,3,3,3,3,3,4,4,1,2,2,1,2,19
"1064",1064,5,4,4,5,4,4,4,3,4,3,3,3,3,4,4,4,4,3,3,2,4,2,3,3,3,3,4,4,4,1,1,1,1,1,1,1,5,5,5,5,4,4,4,3,3,3,3,4,4,2,2,2,3,3,3,4,2,1,2,5,4,4,2,1,2,7,1,2,18
"1065",1065,5,3,4,4,4,3,4,4,4,3,2,2,4,4,4,4,4,4,4,4,4,4,4,3.425,4,3,3,3,3,1,1,1,1,1,1,1,5,4.93,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,4,2,2,2,4,4,4,2,3,1,3,1,2,18
"1066",1066,4,3,4,5,3,4,4,4,4,3,4,4,4,5,4,4,4,3,4,3,4,2,3,3,4,3,4,4,4,1,1,1,1,1,1,1,3,5,4,4,3,3,4,2,3,2,4,4,4,4,4,4,2,3,3,3,2,2,2,4,4,4,1,1,2,1,1,2,18
"1067",1067,4,4,4,4,4,4,4,4,4,3,4,3,3,3,3,3,4,4,3,5,4,4,4,4,3,4,4,3,5,1,1,1,1,1,1,1,3.79666666666667,3,3,3,3,4,4,4,4,5,5,5,5,4,3,4,4,4,4,5,3,4,2,3,4,3,4,1,1,2,1,2,19
"1068",1068,5,5,5,4,5,4,4,4,3,3,4,3,4,4,4,4,4,5,4,4,4,1,2,2,3,3,5,4,4,1,1,1,1,1,1,1,4,4,4,5,4,4,5,3,4,3,4,4,4,3,3,2,3,2,3,4,2,2,1,4,4,4,1,1,2,1,1,2,17
"1069",1069,5,3,3,2,3,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,3,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,5,5,5,1,1,1,1,1,1,18
"1070",1070,5,4,5,4,4,5,4,4,4,4,3,3,3,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,3,4,4,3,3,3,4,3,4,3,3,4,4,3,3,3,3,3,3,3,3,2,2,4,5,4,5,1,2,4,1,2,20
"1071",1071,4,4,4,4,3,4,4,4,4,2,2,2,3,5,5,4,4,4,4,3,5,5,3,4,4,3.755,4,4,4,1,1,1,1,1,1,1,5,5,5,5,4,5,5,5,5,5,5,5,5,3,4,2,3,4,4,3,1,1,1,4,5,5,1,1,2,1,1,2,17
"1072",1072,5,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,2,3,3,3,4,2,2,2,4,4,4,2,1,2,2,1,2,18
"1073",1073,4,4,4,5,5,5,5,4,4,3,3,2,4,4,4,4,4,4,2,3,4,3,4,3,3,3,4,4,4,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,4,5,5,5,2,2,2,3,4,4,3,3,2,3,2,5,5,3,1,2,1,1,2,20
"1074",1074,4,4,4,5,4,4,4,5,4,3,3,3,4,4,4,4,4,4,4,4,4,3,3,2,3,4,4,4,4,1,1,1,1,1,1,1,5,5,5,4,4,4,4,3,4,3,4,4,4,2,4,4,2,2,2,4,2,2,2,4,4,4,1,1,1,1,1,2,18
"1075",1075,4,3,3,4,4,4,4,2,3,2,2,2,4,4,3,4,4,3,3,2,4,3,4,2,3,3,3,3,3,1,1,1,1,1,1,1,4,4,3,4,4,3,5,3,5,3,5,5,5,3,3,3,3,3,3,3,2,2,1,5,5,5,4,1,1.8,1,1,2,20
"1076",1076,5,3,3,5,3,5,5,5,3,3,3,3,4,5,5,4,5,4,3,3,5,3,2,4,2,5,5,5,3,1,1,1,1,1,1,1,5,5,5,5,5,5,5,3,5,5,5,5,5,3,5,3,3,4,3,5,1,1,1,5,5,5,1,1,2,2,1,2,18
